I1,-0.690805312020457
I2,-1.53517919218503
I3,-0.338549822371598
I4,-1.26299094886133
I5,-0.890090026535952
I6,-1.6290878175364
I7,-1.57418930617951
I8,-0.662794166299209
I9,-0.588929992499665
I10,-0.215245663688367
I11,-0.788111105400985
I12,-0.283938559209424
I13,-0.577040622414444
I14,-0.516673211464827
I15,-0.269416442397575
I16,-0.102138827769084
I17,-0.489288468509856
I18,-1.34057824997188
I19,-0.429071945398143
I20,-0.189540793112114
I21,-0.579631329451449
I22,-0.825185728937998
I23,-0.356608504191005
I24,0.00694475105776236
I25,-0.0600538276371522
I26,-0.389299019920569
I27,-0.182873737316001
I28,-0.235656758449561
I29,-0.317902973623998
I30,-0.261055748449163
I31,-0.142947390458862
I32,-0.203335920446171
I33,-0.0983773032108757
I34,-0.248365672325915
