1	0	0.368536682	0.368536682	0.368536682	-99.63146332	-99.63146332
2	0	0.348309477	0.348309477	0.368536682	-99.65169052	-0.020227204
3	0	0.348177443	0.348177443	0.368536682	-99.65182256	-0.000132034
4	0	0.348092269	0.348092269	0.368536682	-99.65190773	-8.51745E-05
5	0	0.347978275	0.347978275	0.368536682	-99.65202173	-0.000113994
6	0	0.347820631	0.347820631	0.368536682	-99.65217937	-0.000157643
7	0	0.347599158	0.347599158	0.368536682	-99.65240084	-0.000221473
8	0	0.347283018	0.347283018	0.368536682	-99.65271698	-0.00031614
9	0	0.346833317	0.346833317	0.368536682	-99.65316668	-0.000449701
10	0	0.346174664	0.346174664	0.368536682	-99.65382534	-0.000658653
11	0	0.345228097	0.345228097	0.368536682	-99.6547719	-0.000946567
12	0	0.343949818	0.343949818	0.368536682	-99.65605018	-0.00127828
13	0	0.342210066	0.342210066	0.368536682	-99.65778993	-0.001739752
14	0	0.339907087	0.339907087	0.368536682	-99.66009291	-0.00230298
15	0	0.337013121	0.337013121	0.368536682	-99.66298688	-0.002893966
16	0	0.333660029	0.333660029	0.368536682	-99.66633997	-0.003353092
17	0	0.330287156	0.330287156	0.368536682	-99.66971284	-0.003372873
18	0	0.327023643	0.327023643	0.368536682	-99.67297636	-0.003263514
19	0	0.32402859	0.32402859	0.368536682	-99.67597141	-0.002995053
20	0	0.321599732	0.321599732	0.368536682	-99.67840027	-0.002428858
21	0	0.319675659	0.319675659	0.368536682	-99.68032434	-0.001924072
22	0	0.31807882	0.31807882	0.368536682	-99.68192118	-0.00159684
23	0	0.316751761	0.316751761	0.368536682	-99.68324824	-0.001327059
24	0	0.315621749	0.315621749	0.368536682	-99.68437825	-0.001130012
25	0	0.314631589	0.314631589	0.368536682	-99.68536841	-0.00099016
26	0	0.313808841	0.313808841	0.368536682	-99.68619116	-0.000822748
27	0	0.313147163	0.313147163	0.368536682	-99.68685284	-0.000661678
28	0	0.312573052	0.312573052	0.368536682	-99.68742695	-0.000574111
29	0	0.312044413	0.312044413	0.368536682	-99.68795559	-0.000528639
30	0	0.311571772	0.311571772	0.368536682	-99.68842823	-0.000472641
31	0	0.311151835	0.311151835	0.368536682	-99.68884817	-0.000419937
32	0	0.310733117	0.310733117	0.368536682	-99.68926688	-0.000418718
33	0	0.310343397	0.310343397	0.368536682	-99.6896566	-0.000389719
34	0	0.310006608	0.310006608	0.368536682	-99.68999339	-0.000336789
35	0	0.30969023	0.30969023	0.368536682	-99.69030977	-0.000316378
36	0	0.309393747	0.309393747	0.368536682	-99.69060625	-0.000296483
37	0	0.309115598	0.309115598	0.368536682	-99.6908844	-0.000278149
38	0	0.308871442	0.308871442	0.368536682	-99.69112856	-0.000244156
39	0	0.308650155	0.308650155	0.368536682	-99.69134985	-0.000221287
40	0	0.30843472	0.30843472	0.368536682	-99.69156528	-0.000215435
41	0	0.308228131	0.308228131	0.368536682	-99.69177187	-0.00020659
42	0	0.308035795	0.308035795	0.368536682	-99.6919642	-0.000192335
43	0	0.307849675	0.307849675	0.368536682	-99.69215033	-0.00018612
44	0	0.307670124	0.307670124	0.368536682	-99.69232988	-0.00017955
45	0	0.307497557	0.307497557	0.368536682	-99.69250244	-0.000172567
46	0	0.307332947	0.307332947	0.368536682	-99.69266705	-0.000164611
47	0	0.307180851	0.307180851	0.368536682	-99.69281915	-0.000152096
48	0	0.307044966	0.307044966	0.368536682	-99.69295503	-0.000135884
49	0	0.306913415	0.306913415	0.368536682	-99.69308659	-0.000131551
50	0	0.306786286	0.306786286	0.368536682	-99.69321371	-0.000127129
51	0	0.306662541	0.306662541	0.368536682	-99.69333746	-0.000123744
52	0	0.306542045	0.306542045	0.368536682	-99.69345796	-0.000120496
53	0	0.306424697	0.306424697	0.368536682	-99.6935753	-0.000117348
54	0	0.306315373	0.306315373	0.368536682	-99.69368463	-0.000109324
55	0	0.306211193	0.306211193	0.368536682	-99.69378881	-0.000104181
56	0	0.306108889	0.306108889	0.368536682	-99.69389111	-0.000102304
57	0	0.306008525	0.306008525	0.368536682	-99.69399147	-0.000100364
58	0	0.305912672	0.305912672	0.368536682	-99.69408733	-9.58531E-05
59	0	0.305820127	0.305820127	0.368536682	-99.69417987	-9.25448E-05
60	0	0.305733574	0.305733574	0.368536682	-99.69426643	-8.65537E-05
61	0	0.305649321	0.305649321	0.368536682	-99.69435068	-8.42523E-05
62	0	0.305566905	0.305566905	0.368536682	-99.69443309	-8.24158E-05
63	0	0.305487441	0.305487441	0.368536682	-99.69451256	-7.9464E-05
64	0	0.305412133	0.305412133	0.368536682	-99.69458787	-7.53085E-05
65	0	0.305340489	0.305340489	0.368536682	-99.69465951	-7.16436E-05
66	0	0.305271245	0.305271245	0.368536682	-99.69472876	-6.92446E-05
67	0	0.305204009	0.305204009	0.368536682	-99.69479599	-6.7236E-05
68	0	0.305141371	0.305141371	0.368536682	-99.69485863	-6.26375E-05
69	0	0.305083	0.305083	0.368536682	-99.694917	-5.83708E-05
70	0	0.30503019	0.30503019	0.368536682	-99.69496981	-5.28104E-05
71	0	0.304981808	0.304981808	0.368536682	-99.69501819	-4.83818E-05
72	0	0.304935408	0.304935408	0.368536682	-99.69506459	-4.64007E-05
73	0	0.304891355	0.304891355	0.368536682	-99.69510865	-4.4053E-05
74	0	0.304850614	0.304850614	0.368536682	-99.69514939	-4.07405E-05
75	0	0.30481268	0.30481268	0.368536682	-99.69518732	-3.79336E-05
76	0	0.304777958	0.304777958	0.368536682	-99.69522204	-3.47228E-05
77	0	0.304747338	0.304747338	0.368536682	-99.69525266	-3.06199E-05
78	0	0.304720301	0.304720301	0.368536682	-99.6952797	-2.70367E-05
79	0	0.304695284	0.304695284	0.368536682	-99.69530472	-2.50167E-05
80	0	0.304671852	0.304671852	0.368536682	-99.69532815	-2.34323E-05
81	0	0.30465031	0.30465031	0.368536682	-99.69534969	-2.15423E-05
82	0	0.304629836	0.304629836	0.368536682	-99.69537016	-2.04738E-05
83	0	0.304610948	0.304610948	0.368536682	-99.69538905	-1.88874E-05
84	0	0.304592521	0.304592521	0.368536682	-99.69540748	-1.84279E-05
85	0	0.304574481	0.304574481	0.368536682	-99.69542552	-1.80398E-05
