I1,-0.00592534417677248
I2,-0.0551109088544923
I3,-0.0435905437693605
I4,-0.0463139850085775
I5,-0.0444019033541197
I6,-0.029177270192771
I7,-0.158572058052107
I8,-0.0436297771121034
I9,-0.0667161788708376
I10,-0.0795265085967078
I11,-0.0132219468835933
I12,-0.0500309533037329
I13,-0.0296893690585104
I14,-0.0392645071688408
I15,-0.195723273455075
I16,-0.00505537652333591
I17,-0.00272874497985908
I18,-0.00498321583841972
I19,-0.0173662743920769
I20,-0.0267422014171898
I21,-0.0381518088200593
I22,-0.0280228439137879
I23,-0.113340382741759
I24,-0.0103797039511542
I25,-0.0874408791230119
I26,-0.0523949859503953
I27,-0.0196906416040981
I28,-0.0189399082214314
I29,-0.0448332479172793
I30,-0.0155223880169932
I31,-0.155025510363127
I32,-0.00852731988605645
I33,-0.000900775995364398
I34,-0.018012246842561
I35,-0.0147633496335863
I36,-0.0215540713540779
I37,-0.0238812292512566
I38,-0.0161509987191348
I39,-0.0210717517454738
I40,-0.00129026058823704
I41,-0.0694624222104922
I42,-0.0670809395675747
I43,-0.0176476607312672
I44,-0.026532702488014
I45,-0.02631054282643
I46,-0.00985014120955567
I47,-0.169455450754727
I48,-0.00292155078230706
I49,-0.0184959922747889
I50,-0.020253971530909
I51,-0.0170263947340636
I52,-0.00662186855621236
I53,-0.0358989968674917
I54,-0.0266321946101323
I55,-0.00134294956813242
I56,-0.0949761014837795
I57,-0.00565599474391294
I58,-0.00508045716694896
I59,-0.00439847050901934
I60,-0.0391747132220959
I61,-0.00807074848708123
I62,-0.0523252947707955
I63,-0.168312682975999
I64,-0.0553444784866115
I65,-0.0233170941294912
I66,-0.0112700638275176
I67,-0.0174692244129669
I68,-0.011002801368913
I69,-0.00108495788688157
I70,-0.000499534914815124
I71,-0.10916373775745
I72,-0.0728628932208812
I73,-0.000516048514520295
I74,-0.0175496408810838
I75,-0.0488478980446453
I76,-0.0358810555309073
I77,-0.0417726957526405
I78,-0.0174041298047029
I79,-0.138846209591992
I80,-0.0379262603780416
